session_id	session_duration	pct_mouse_click	pct_mouse_move	pct_scrandom	browser_name	pct_scroll_move	wild_mouse_duration	total_load_time	screen_width	scroll_move_total_rel_distance	pct_rage_click	pct_click_product_info	pct_scroll_move_duration	product_ean	ack	pct_wild_mouse	pct_doubleclick	pct_input	mouse_move_total_rel_distance	page_activity_duration	user_id	pct_click	session_start	screen_height
868305	207.81619	10.78112	9.21175	40.09863	edge	46.54014	10.08160	5.98729	800	10.47606	50.00140	56.22140	9.48031	9964484905491	1.00000	44.71384	9.96093	3.14179	8.62292	5.85687	1555	9.35386	2018-11-30 14:16:44	1024
1016750	242.82378	11.35684	13.33834	48.57984	edge	48.95910	11.82752	2.02853	1366	11.55231	40.43278	59.49042	8.22128	3467150612007	1.00000	57.24058	7.95281	18.46402	7.55850	8.51847	779	9.02361	2020-05-14 16:55:10	800
1052781	259.80585	9.60674	3.52775	32.29606	chrome	38.01820	9.41563	4.50839	1280	11.16307	79.32025	84.50460	14.28381	4453882905981	1.00000	57.01956	12.27367	1.74153	11.40885	7.43514	1473	11.71707	2020-04-07 03:54:49	1024
1077341	169.19521	6.81778	1.94926	55.96774	chrome	46.98533	10.35290	4.04722	1920	10.07042	33.87635	73.39750	12.11650	7146166112751	1.00000	15.01746	11.00329	4.18989	13.43215	7.07826	2043	10.98394	2022-11-13 12:29:22	lower
655652	165.74068	12.24389	13.30215	52.63878	mobile	47.47147	8.07177	8.70159	1280	9.24683	43.81676	73.31099	8.60453	4444354468042	1.00000	38.67128	7.29390	0.40299	8.77290	9.00217	2334	7.28120	2023-02-05 10:30:35	1024
742963	36.95333	12.39305	12.49605	51.20580	safari	68.92099	10.06410	1.06351	1280	10.29031	36.02052	53.66993	8.34831	9235819517987	0.00000	49.23953	10.77130	3.15149	11.24231	11.73223	1550	8.43658	2023-09-06 06:25:55	800
993339	79.51527	14.21019	11.87492	42.93609	edge	56.69391	8.31426	2.09575	1920	10.17111	51.49326	63.62070	10.87766	9077654790787	0.00000	45.74328	14.94283	0.49722	12.95487	14.84688	2340	7.84866	2023-08-07 20:25:36	600
754697	123.18426	12.28332	12.09690	29.37619	chrome	33.78773	9.56262	3.50662	1366	9.66549	52.44758	48.63323	7.12188	2784818106632	0.00000	35.22450	11.77277	1.91213	10.48072	9.63570	1081	9.35092	2021-09-16 16:20:46	800
789559	44.98709	9.49828	8.71073	44.62737	safari	54.94839	9.46714	2.41541	higher	8.63891	45.85707	55.35094	9.68440	4439515893481	1.00000	50.78668	7.37212	1.62049	10.71309	8.14266	1047	9.19916	2023-02-07 08:29:03	1024
40437	58.92629	9.95795	12.44764	55.13392	other	63.88286	11.25099	3.10193	1920	10.15648	4.76958	70.18047	7.87058	7111320952085	1.00000	39.51950	6.58438	10.43243	9.26074	9.75462	617	9.35893	2018-10-02 00:47:19	768
1473281	16.54295	8.81864	4.38903	39.31480	firefox	22.60270	10.36397	6.01731	800	9.68115	48.69504	68.57182	11.64684	3696915751532	1.00000	40.57935	10.58793	4.16711	13.21640	8.08948	2183	9.75930	2019-04-29 01:29:21	lower
1269812	278.75188	11.59296	11.11735	37.02338	chrome	53.81704	11.05479	3.68115	1366	8.34309	58.68756	61.79389	8.71636	5462471512874	1.00000	44.77696	8.33257	8.50776	9.69779	7.79116	206	7.52099	2020-07-30 05:37:48	higher
392830	149.94174	10.80384	10.84871	65.75545	chrome	42.76352	10.61323	10.88724	1366	10.79197	55.83046	52.22512	8.68958	0824221383618	0.00000	78.27278	12.98478	5.53516	14.02277	14.42239	832	7.20871	2020-03-12 07:59:15	1080
165789	185.74852	10.09131	5.53754	44.60926	edge	40.87115	8.62408	1.37096	1920	10.47098	35.96035	47.27519	14.00193	6014435539541	1.00000	42.00911	9.40734	0.65831	10.83283	8.85862	1576	13.35055	2022-08-30 22:30:48	higher
463697	160.44215	11.83849	13.47116	46.25594	edge	39.86660	9.69693	3.19267	800	10.90583	47.49196	70.09927	7.44402	7822402898442	1.00000	68.12749	9.65968	2.25980	8.47316	8.71286	28	7.33290	2022-08-26 22:09:11	768
479017	141.99394	11.85952	13.55904	43.34891	safari	69.24470	9.98206	1.26355	1024	8.20010	57.66891	48.61214	7.97852	9668251065585	1.00000	44.80276	7.06997	2.95754	7.67811	8.20363	1301	9.12969	2019-11-03 03:22:46	768
398287	99.92310	6.09349	1.29741	39.80140	chrome	49.98325	10.47996	1.68677	1280	10.13303	58.55457	69.00719	11.09496	0280372756150	1.00000	39.38271	12.07416	4.85516	13.56719	5.67660	1755	9.46266	2021-02-22 06:23:38	1080
619758	58.03854	9.58175	5.66858	64.46326	safari	73.13136	9.69524	3.38563	1024	10.02228	47.73210	65.50893	13.54151	6481452638326	1.00000	39.89963	11.41115	2.16790	12.35841	11.80410	910	14.70934	2022-07-15 13:41:48	800
1001365	197.59506	9.93812	13.02414	52.67414	mobile	56.18752	10.57321	1.02092	1280	10.05277	61.10504	73.70101	7.95713	6136640994011	1.00000	46.96119	8.34371	5.36520	8.36991	10.13851	1871	9.63788	2021-04-22 09:28:02	1024
169355	97.03815	9.11206	7.19917	61.99516	mobile	52.24768	11.74529	0.25506	1920	9.77837	27.78195	61.53702	8.13730	1685502496880	0.00000	81.88247	16.23772	17.11064	9.42501	7.33091	1778	15.98191	2020-05-15 20:00:04	1080
858202	127.65509	8.42165	6.35066	57.61334	chrome	56.90680	11.18980	1.79840	1280	11.06005	49.97042	66.82661	10.58182	4319014055460	1.00000	35.65791	9.63087	9.75442	10.01821	6.30932	951	10.44235	2021-05-20 08:54:01	600
411444	73.36150	7.40422	4.86292	50.42185	edge	39.63127	9.73855	3.83421	1366	10.22814	36.97232	52.91662	11.29633	1651536440809	1.00000	38.10771	9.70485	2.29244	12.56047	9.36320	1914	12.79659	2019-08-08 13:13:38	768
76666	128.28709	11.02238	12.37888	34.03113	mobile	64.21635	10.68651	5.01445	1280	9.38063	38.38575	66.51202	9.36217	4692436529789	1.00000	58.42340	8.17611	5.83738	7.06447	8.06453	2124	9.80366	2021-10-21 20:36:12	600
106238	83.77433	8.76446	5.27356	46.48224	opera	49.90752	9.53363	1.80450	1280	9.64719	64.39265	52.40427	11.66627	9047349068330	1.00000	23.93082	13.10610	1.83291	10.72010	7.44142	203	11.23039	2023-04-27 01:54:39	768
920816	205.07772	8.31548	9.75530	58.98346	chrome	60.57572	10.28881	5.75875	1366	9.65851	68.92908	52.57759	5.95428	2635487717165	0.00000	44.35278	9.05465	3.94005	9.45254	6.15484	1619	9.90520	2023-07-30 04:51:43	768
1118629	64.69705	9.76713	5.77975	35.00420	safari	33.36025	9.42164	5.33610	1024	10.02415	27.43951	52.16250	13.01836	8470197218298	0.00000	58.62354	11.07389	1.64951	11.32458	9.22685	1020	12.14616	2021-08-09 07:26:56	800
649728	156.92320	6.97332	3.90266	59.29681	edge	62.52340	10.74542	1.56883	1280	7.58699	46.84541	72.99964		6537159606080	1.00000	37.68329	13.43091	6.24109	10.47275	4.37792	2307	9.26555	2022-07-29 09:23:38	768
667596	239.09191	11.05086	10.88482	52.83943	edge	57.48772	9.94058	6.10196	1280	9.54624	68.70637	48.63181	10.75182	8882007403907	0.00000	35.28587	12.13868	2.81229	7.52714	9.20487	1417	11.58551	2019-02-13 16:48:14	768
47004	134.88904	10.79678	10.60856	42.94919	edge	35.12025	9.22477	4.07184	1366	8.97645	57.16239	71.32942	12.12016	1789006677964	0.00000	46.44558	10.08653	1.44545	6.80693	7.94428	1222	8.48489	2020-01-27 02:40:48	1024
1354851	187.97445	10.62422	8.85828	57.26199	edge	49.65778	8.97194	1.45068	higher	11.04828	40.28071	70.73169	10.26201	5222297908912	1.00000	56.63352	6.85645	1.03747	9.48820	6.56448	2192	9.71103	2018-10-31 15:43:08	higher
1483831	123.87966	11.16383	12.91744	39.64495	chrome	57.01311	9.64733	4.48162	800	9.78949	68.29509	59.63241	8.22451	6695731076635	1.00000	48.86074	9.68188	2.01149	7.82904	8.69095	2081	8.61561	2021-02-04 06:45:26	768
911592	147.68143	10.29768	11.31236	49.35539	chrome	68.84927	10.11790	6.50402	1280	9.14925	56.63574	57.88134	8.56038	6189331375637	0.00000	53.49820	13.04398	3.39971	6.30831	7.89538	1011	14.45017	2019-08-25 14:19:52	1080
1419534	91.83270	8.29257	5.46482	67.28289	chrome	48.01010	9.21222	1.32435	1366	9.18353	54.20252	40.17363	11.37614	8875181282864	1.00000	42.45670	9.56658	1.40906	12.93178	9.75487	1060	11.57310	2021-03-14 18:05:02	1024
258148	191.23280	9.94805	9.84794	41.05736	safari	41.71834	11.38418	8.61676	800	9.60636	46.91820	56.50445	9.88380	6299031234216	0.00000	54.20568	11.37553	12.00771	11.46435	11.41419	445	8.35193	2021-06-29 04:32:27	600
890108	145.84969	12.57323	12.88064	27.05200	chrome	33.92177	9.80603	7.74694	1280	9.98100	39.07985	72.39977	6.79108	3193247945016	0.00000	41.12236	12.02471	2.32495	15.73212	15.83003	908	5.72035	2018-10-18 10:26:15	800
1011690	139.33350	9.23917	6.69649	50.47204	chrome	36.23278	9.45878	4.94204	lower	9.79924	46.25979	52.35321	11.40993	5623693654159	1.00000	59.97621	10.95515	1.81426	10.32001	7.85690	297	10.93969	2022-02-14 08:51:12	600
90927	224.68652	10.35438	11.03572	48.89051	edge	63.13498	10.77382	1.28195	1366	10.40855	67.56903	81.67120	9.69165	1506501306539	1.00000	35.46829	6.14058	6.51714	8.55774	8.29485	2450	10.16724	2019-10-02 06:37:11	lower
1007376	27.02649	6.08993	2.68353	46.71012	chrome	53.87807	10.84790	2.83891	1024	9.55472	44.47188	43.86225	10.79272	3768809784619	1.00000	53.45450	14.84588	6.97864	11.98750	6.81443	453	11.50887	2021-04-14 21:13:38	lower
1367306	189.95580	11.01364	14.90569	46.25591	chrome	55.05617	10.81008	2.62760	1024	9.93458	51.52267	50.60107	7.63705	1148932351063	1.00000	36.02356	7.56646	6.67558	7.96830	10.82870	1938	8.46158	2020-06-16 05:52:12	800
467531	45.53101	10.88095	5.12404	41.08353	chrome	54.67709	11.22927	1.30805	1280	9.79907	39.09126	53.92684	14.55901	8993101753697	1.00000	45.51376	12.51715	10.26021	11.37475	9.47487	724	12.77959	2018-10-30 07:53:41	600
744219	187.56943	8.14633	7.36169	58.28225	chrome	54.12312	10.30562	2.55181	higher	11.14952	29.21611	58.26821	9.94351	3586876690523	1.00000	65.44908	5.59308	4.09838	11.83428	8.65727	1097	10.42037	2021-12-11 07:35:35	higher
125457	83.21236	10.70423	9.89248	24.07401	edge	35.25751	9.96268	5.75111	1280	10.14051	56.37628	54.10602	11.30697	9426235010927	0.00000	65.28978	12.29091	2.72835	9.63486	10.52019	1481	9.40790	2019-04-08 18:52:27	higher
155794	58.09904	13.73540	9.35574	76.98894	chrome	64.52197	10.75242	3.81023	1024	10.33748	36.51709	56.94834	12.94730	7072218592502	0.00000	68.26520	11.45780	6.34791	9.49853	9.59953	300	12.77918	2022-01-19 22:49:51	1080
318283	91.08781	8.19084	7.03482	55.96678	edge	40.93853	9.73955	5.23720	lower	12.48660	45.04768	54.18572	11.04244	1399693891699	0.00000	45.63189	12.75882	2.25736	12.48857	11.03759	1699	7.77633	2020-05-27 09:04:15	1024
378466	242.49253	8.44793	3.90547	66.30903	mobile	32.39145	10.70613	0.76155	800	11.47110	42.79611	70.73274	12.72719	9079193913498	0.00000	54.20230	9.15048	5.98474	14.06779	9.80753	899	11.35441	2022-03-23 21:04:33	1080
1439542	136.48977	12.11598	14.08054	56.47155	mobile	32.35243	8.76046	8.08472	1024	10.34455	58.35643	65.66807	6.96164	3172897787535	1.00000	61.75418	7.96277	0.87430	9.23054	9.33968	41	6.85139	2020-07-30 12:36:51	1080
814779	78.57223	12.86810	11.93358	23.99508	edge	77.23582	11.20512	5.11680	1366	10.94000	56.76663	61.83646	9.76677	3351863290174	0.00000	70.56594	12.13103	9.88205	11.92082	12.86634	2386	7.78208	2019-04-23 22:25:58	800
701150	195.43648	13.65213	15.05544	29.39853	edge	52.97793	10.74880	3.47769	1366	10.59291	60.26406	64.45529	7.57434	8749750292410	1.00000	30.40202	9.98378	6.33965	7.02733	7.86172	1230	6.32406	2020-07-08 02:29:00	800
217757	169.20004	11.51471	13.73072	45.49175	edge	53.48729	10.95961	0.60363	1024	10.73759	53.85790	61.57403	7.84609	8310529869548	1.00000	24.74189	8.36428	7.81136	8.72099	9.74756	840	7.50056	2021-05-16 20:34:10	1024
682976	98.66630	12.49216	13.94251	58.39100	chrome	68.26111	8.36342	4.88265	1280	11.21653	50.30566	70.81900	8.41557	9361981584042	1.00000	22.71330	9.16809	0.50414	6.53458	7.64459	2040	8.47978	2019-05-02 04:12:12	768
1011238	124.54791	11.76405	7.84037	36.17032	edge	70.79333	10.52743	1.67153	800	10.87720	60.72564	68.10930	11.74867	6515824725328	0.00000	25.71037	13.53993	5.14180	10.17188	9.05726	585	12.87930	2023-02-13 23:00:45	768
884738	82.39592	9.44829	5.29449	38.63054	edge	51.96268	9.69378	11.88703	1920	10.03274	37.53086	65.14140	12.63185	8484373473920	1.00000	58.14626	10.21623	2.11952	11.15659	7.61073	1112	10.99849	2020-08-13 13:47:29	1080
592061	185.15418	10.58643	13.24100	48.30235	edge	60.11727	10.61962	1.16485	1366	9.55285	46.37469	63.26693	7.71066	3336620033218	1.00000	61.39355	7.67326	5.50498	8.65770	9.66868	1182	8.70693	2021-08-10 05:48:23	1024
1241437	150.34257	12.58053	14.31349	61.86590	opera	56.77471	10.78087	5.93233	lower	11.50802	62.16518	39.58821	11.37074	4493019793012	0.00000	49.39146	8.50193	6.43979	4.98558	9.35127	1470	10.32923	2020-03-29 07:37:50	higher
338702	215.29751	10.41205	5.06773	49.83523	other	64.14127	10.58652	2.27681	1280	9.65034	47.61602	49.07338	12.69413	1601345817248	0.00000	52.09428	12.07431	5.40681	9.87231	5.31739	1687	10.40652	2023-02-06 14:05:41	600
1350283	160.01622	10.58825	11.36827	47.57886	chrome	61.92098	8.72581	1.64390	1024	10.67747	52.55163	57.30578	7.28888	3948708174548	0.00000	30.48295	10.80920	0.90204	12.40571	11.67885	2498	7.88487	2022-03-22 13:34:53	1080
185265	176.99302	11.17712	11.19716	70.45267	edge	34.30588	9.07031	4.86599	1366	10.17463	45.67452	67.57287	8.45350	8346984724290	0.00000	43.08040	12.36641	1.12325	11.92128	12.20464	2349	9.03022	2023-09-02 20:12:53	1024
294406	192.14322	8.05813	5.82668	44.91481	chrome	47.59296	8.99354	3.24382	1024	10.04412	48.63531	42.98912	11.38880	7798401044039	1.00000	50.46970	10.89024	1.04735	12.53937	10.79367	1688	13.15705	2020-11-03 14:06:49	1080
1486086	194.00064	9.40618	9.52519	48.54709	chrome	68.33776	9.30317	1.86051	1920	11.14872	68.61358	62.48648	8.37290	2025343751844	0.00000	46.80311	11.84921	1.54311	12.27984	10.92952	2312	7.94399	2022-06-15 23:44:10	1024
1340607	217.57815	11.91320	10.44868	46.52263	edge	59.28570	11.35397	6.63602	1920	9.62165	48.04458	41.11970	9.07059	4181045140718	1.00000	40.53724	8.55274	11.52380	8.83804	6.12293	380	8.40036	2018-12-23 20:10:24	1080
648981	207.65404	11.84632	11.47589	64.37402	mobile	51.20941	9.56292	3.06000	1280	11.33846	72.44147	66.10616	8.08872	6143205442191	1.00000	70.92010	8.44523	1.91618	7.73007	5.75736	2086	9.66876	2021-07-18 10:21:56	800
750838	37.39480	11.72911	7.44329	56.79435	mobile	46.57912	9.92153	3.49283	higher	11.79456	30.89981	37.68852	11.80912	4829067399782	0.00000	55.23770	12.59054	2.71487	9.54841	7.51276	1131	12.83475	2022-04-12 04:44:56	1080
1073543	14.66996	13.54122	13.98307	48.37046	opera	46.46613	9.84317	3.33214	lower	9.40449	34.02619	58.40423	7.63755	6205050755779	1.00000	53.49414	5.92125	2.53753	8.42784	7.43047	1938	7.46999	2020-01-03 11:56:23	768
581601	79.12733	10.40320	10.84880	55.07620	firefox	40.85225	12.41446	3.32222	1920	8.67671	59.06316	62.81572	11.46121	2042921579720	0.00000	51.81928	10.18540	33.41573	7.18942	8.39912	1591	8.20665	2022-08-07 02:10:46	1080
823290	66.83077	14.49841	17.59244	40.24095	edge	60.80863	10.51516	1.01248	1920	9.80314	54.43282	61.23702	6.44146	0082299268538	1.00000	44.84273	8.28292	4.97338	6.96829	9.35493	2418	5.90615	2023-09-09 09:33:38	lower
1230055	76.84321	7.21824	3.32696	73.46882	edge	64.42006	10.46699	2.29288	1920	12.03550	33.85570	54.35017	12.77972	7644461134398	1.00000	40.47994	11.56902	4.76408	11.69340	8.07296	2277	13.11002	2022-09-24 22:41:19	600
1125721	251.66969	11.24655	15.04493	61.87869	chrome	55.73396	9.44776	2.98897	1920	8.73906	49.06415	62.66241	8.12754	7000655497944	1.00000	48.50112	9.95939	1.67380	7.57900	11.16986	2399	7.49175	2018-11-13 22:13:56	1080
1217113	178.51849	10.07697	13.49426	32.69075	safari	46.91866	9.04358	2.07929	higher	10.80078	29.44897	65.32069	8.23363	8989269440852	1.00000	50.62088	11.36994	1.01545	7.83974	10.70169	2488	8.21849	2021-03-21 16:00:33	600
628995	188.21257	11.44987	14.37629	69.12308	safari	65.82986	10.55260	7.92771	lower	8.33007	66.77030	41.39553	7.29927	3356629026400	1.00000	77.82898	8.56823	5.22835	7.61723	9.30096	941	8.77260	2021-04-03 18:26:35	1080
788155	208.24956	11.19548	11.33923	32.76892	safari	52.55490	10.04048	2.09566	800	9.28368	46.48230	94.48288	8.68891	1783093290761	0.00000	39.19502	10.48803	3.08541	10.20221	9.87539	1224	8.57082	2022-09-14 22:54:29	600
261311	138.92776	12.22051	9.34399	65.39028	chrome	62.49511	10.36850	4.08325	1920	10.02610	52.33465	23.37673	11.74196	8598232846982	0.00000	62.25307	11.70555	4.33463	8.42645	8.24180	1010	12.56261	2020-06-26 02:16:40	768
186280	209.15958	8.50752	9.16455	27.79047	safari	32.08724	9.16596	3.22513	1280	9.34081	40.65814	74.83118	8.01656	9723958804155	0.00000	48.12706	13.23830	1.27248	12.53648	11.43238	207	8.07858	2021-05-21 11:47:07	lower
753050	135.31609	10.88889	10.50366	48.45038	edge	49.52443	9.35920	2.78156	1920	9.35489	37.96207	37.50433	8.91080	0757321951428	0.00000	24.78529	13.65924	1.49163	14.30058	14.50090	855	6.98517	2022-01-25 16:24:51	1080
1246680	286.52450	7.08833	5.08488	61.93868	edge	51.53651	8.53486	10.51100	1280	9.62290	63.76901	62.71787	9.98977	7556284831166	1.00000	55.15165	13.79989	0.75972	11.08064	7.72135	1317	12.15352	2022-03-11 04:39:11	1024
1336927	222.04269	12.05619	13.24416	59.00644	edge	53.58194	10.59938	3.43063	lower	8.55564	54.31723	67.95391	7.73503	8086016781074	1.00000	50.29295	9.13459	5.47127	7.97867	7.95439	1087	8.09101	2020-08-18 15:58:39	600
178919	137.62526	11.13370	9.22510	57.60127	safari	42.12228	12.15748	1.16886	lower	9.63844	32.76333	55.88477	10.02790	9234158761273	0.00000	49.86765	12.13884	25.83552	7.27827	6.42411	549	14.22013	2023-06-25 15:19:51	800
1185320	173.90618	6.27604	5.02795	59.81069	edge	68.58987	11.25631	0.93098	1280	9.21690	50.80925	78.12144	8.48154	4889733932910	1.00000	83.15272	15.91861	10.48641	9.87517	5.25659	2277	10.06171	2021-08-11 03:55:47	768
1081621	60.37942	12.22943	10.00823	37.77648	edge	45.90865	10.84878	2.36917	800	9.79179	56.53999	48.13966	10.60694	4403036441070	0.00000	52.20229	12.45458	6.92678	8.69549	9.12407	550	14.04627	2020-11-06 01:43:27	800
377449	118.16416	9.31551	9.49671	74.10089	mobile	47.25217	9.60582	2.87522	1366	8.87043	42.03192	73.34474	9.68868	3228061861607	0.00000	36.76176	10.20532	1.95294	12.29468	11.48799	1508	6.90751	2020-10-12 14:09:03	800
489656	207.67012	10.12012	11.93204	69.89393	safari	26.38768	10.24563	4.24427	higher	10.82540	31.26946	57.94206	8.02620	4830523975303	1.00000	40.08623	8.48193	3.73562	8.67579	8.92396	2457	9.91888	2022-04-03 23:27:13	800
49737	159.98418	6.95878	5.21485	53.10119	other	85.17939	10.66910	10.63386	1366	9.38717	41.32368	62.25473	9.48268	7495167225473	1.00000	53.49439	10.35904	5.83059	12.35061	7.75083	371	10.47018	2022-11-14 17:21:13	1024
201209	144.53514	7.45402	7.60307	36.82067	edge	48.90243	10.85005	4.75518	1366	9.26990	39.35674	64.64928	10.04890	8666753669677	1.00000	58.18070	10.22907	6.90347	10.04939	9.61600	1791	13.93988	2019-08-22 19:16:13	lower
1363312	136.90301	7.93398	5.33436	45.35051	edge	78.44791	9.38316	2.03397	1366	10.61605	39.39397	54.70748	10.70432	4478582975195	1.00000	42.94418	11.25360	1.75832	12.31447	8.69535	1001	11.01773	2019-08-26 13:36:18	1080
269283	112.28398	11.28447	10.82858	32.16046	mobile	39.35997	10.97916	5.45933	higher	10.86647	64.69372	63.52001	11.67272	5844538516771	0.00000	69.76058	10.46140	7.92593	6.55184	7.78672	1349	10.26152	2022-12-07 01:12:04	1080
514187	261.20193	10.80489	12.06988	58.66765	safari	47.84693	9.51986	2.66272	800	9.31832	62.96420	43.14679	8.81033	1912775733405	1.00000	31.88731	9.27030	1.83593	7.59011	8.14570	723	9.69876	2022-05-13 20:50:00	600
640490	127.07820	11.21001	12.75636	29.33084	edge	47.12765	9.84294	3.39508	1920	9.03073	61.09045	46.38055	7.86121	3848728058067	1.00000	34.16267	7.57571	2.54982	9.31361	9.17687	2355	7.90508	2020-01-13 21:19:11	600
287075	80.51992	9.92470	13.05020	44.08580	chrome	34.06995	9.61569	5.53881	1024	10.04713	58.61934	62.24636	7.71629	0127477217660	1.00000	54.95111	8.77006	2.05578	7.46482	9.17898	555	10.44590	2020-02-02 05:02:08	768
